CLIENTNUM,Education_Level
720133908,Post-Graduate
803197833,Post-Graduate
812222208,Uneducated
757634583,Graduate
719362458,High School
789331908,High School
715616358,Graduate
711784908,High School
806900508,High School
710098233,Unknown
713508333,College
712176708,Uneducated
719724933,Uneducated
716537433,College
713186058,Unknown
787558683,Post-Graduate
718002633,Graduate
789241308,Unknown
713941158,High School
808950108,Graduate
719050458,Unknown
718021608,Graduate
788870283,Graduate
778272408,Unknown
720079758,Uneducated
787457883,Unknown
719884983,Graduate
822056583,Graduate
714585033,Uneducated
713981283,Graduate
715328658,Post-Graduate
708918558,Graduate
748194633,Graduate
719323683,Uneducated
708611733,College
771219033,Uneducated
721480158,Unknown
708086958,Uneducated
709100283,High School
719350908,Unknown
714124983,Unknown
718031508,College
709732608,Graduate
713466033,Graduate
716369208,Graduate
781143933,High School
711337158,Graduate
714724908,Uneducated
719973033,Unknown
714196008,Graduate
780272208,Graduate
717849708,Unknown
712437108,Unknown
767802483,College
709064208,Uneducated
714343608,Unknown
709668408,Graduate
712753758,High School
807722658,Graduate
826808208,High School
757224108,Graduate
816091608,College
819684183,Graduate
719630358,High School
712399308,High School
721282908,Graduate
820848408,Uneducated
710888883,High School
711338058,Unknown
721317333,Post-Graduate
711350133,Graduate
803606958,Graduate
721039308,Uneducated
713440833,Graduate
780814158,High School
717255333,Graduate
714368883,Graduate
788797983,Uneducated
720642633,Graduate
708793008,Doctorate
819351258,College
715212108,College
720046458,High School
779942808,Graduate
713709258,Post-Graduate
779961408,Uneducated
798699033,Graduate
754968033,High School
710163633,Graduate
781675983,Graduate
720418383,Unknown
778486008,High School
718303683,Graduate
716756133,Graduate
711363258,Post-Graduate
708551508,College
715019883,College
711125358,Graduate
708453408,College
716370258,Graduate
803880108,High School
708660408,College
709822008,Unknown
716411358,Uneducated
717524433,College
721011858,Graduate
719734533,Graduate
712285908,High School
713675658,High School
712869783,Graduate
708545058,Graduate
817240833,Graduate
711671058,Uneducated
719815383,Doctorate
808747233,Doctorate
713084208,College
806652483,High School
709803258,Unknown
717765183,Unknown
779041983,High School
709868433,Unknown
818699208,Post-Graduate
717395733,Doctorate
719516208,College
717026658,Uneducated
801516183,Graduate
716231133,Graduate
779625858,Unknown
709575858,Graduate
720927183,Graduate
772198983,Graduate
721122258,Uneducated
758875908,Unknown
716501133,Graduate
719250783,High School
789179583,College
708254733,Post-Graduate
719758758,Graduate
805458933,Graduate
720408708,Uneducated
788911458,College
771862308,College
714616308,Uneducated
721221783,Graduate
766021083,College
771918033,Graduate
719756133,Uneducated
711777633,Graduate
713261133,Graduate
788519958,Graduate
768412608,Graduate
709972908,Graduate
713029683,Graduate
768243858,High School
711685758,Graduate
714528258,Graduate
818930808,Uneducated
713310558,Graduate
719995008,Graduate
811713408,High School
709649958,Post-Graduate
708822783,High School
771869508,Uneducated
804413508,High School
815756058,Graduate
712278108,Unknown
717072108,Unknown
721460283,Post-Graduate
784827108,High School
717862308,College
716726058,College
717405408,Post-Graduate
718734408,Unknown
771666783,College
789301458,High School
772329183,Unknown
713792583,Graduate
719577258,Uneducated
770878458,Post-Graduate
798308058,Graduate
772528158,Unknown
718707933,Uneducated
709791333,Uneducated
710090958,College
772687983,Graduate
714707133,Uneducated
720126033,High School
713995233,High School
771638733,Doctorate
715009833,High School
711497283,Unknown
803418783,Graduate
814611633,Uneducated
709411383,Uneducated
825753258,Uneducated
713930433,Uneducated
715941633,Graduate
772162683,Graduate
712531008,Unknown
711583458,College
714418983,Graduate
708699108,High School
771749733,Graduate
715235808,Uneducated
716666133,Graduate
716709858,Uneducated
715356258,Unknown
720389283,Unknown
778131333,Graduate
708286683,Uneducated
814765533,High School
814195758,Graduate
717121758,Graduate
768720708,High School
718032483,Graduate
809966058,Unknown
711553308,Graduate
708253458,Unknown
711276933,Graduate
718165758,Graduate
780089658,Unknown
826421958,High School
778712658,Uneducated
708158133,College
712514508,Unknown
710725383,Doctorate
772601283,Post-Graduate
716371308,Unknown
718518858,Graduate
712579983,Graduate
716511483,Graduate
708653958,College
712161858,Unknown
716761308,Unknown
710547783,Post-Graduate
772118583,Uneducated
712154883,College
793842558,Doctorate
792695808,High School
798047583,Uneducated
719453283,Uneducated
717637908,College
708303108,Graduate
788876208,Graduate
772069683,High School
780143283,Graduate
805453908,High School
780897858,High School
719881533,College
717346833,Graduate
718555308,Unknown
771783333,Uneducated
709208808,Uneducated
818901708,College
713247408,Uneducated
715617333,Graduate
714230808,College
715866033,High School
718065333,Graduate
710756133,Unknown
713873658,High School
771499233,High School
711274458,High School
790108908,Post-Graduate
797389758,Graduate
827100333,High School
711647808,Graduate
714035283,Post-Graduate
720553158,Graduate
717924933,Post-Graduate
802856508,Graduate
708376983,Unknown
712673283,Unknown
711862533,Uneducated
772407333,Unknown
778356408,College
716791908,College
757761033,Graduate
758186433,Uneducated
786546783,College
789634983,Graduate
720654183,Graduate
715880283,High School
719990358,High School
779348358,Uneducated
715130808,Graduate
713818158,Doctorate
709728183,College
715797783,Uneducated
710879283,High School
827051808,College
710484408,Post-Graduate
817108083,Unknown
715995933,Graduate
713567958,College
779118708,Unknown
721484283,High School
708817608,High School
789231858,Unknown
788661408,Uneducated
813449508,Graduate
789925833,High School
709296558,Graduate
780180033,Graduate
713474733,Graduate
771527508,Graduate
709614333,High School
767005683,Unknown
718686558,Unknown
715655283,Graduate
819631158,Post-Graduate
710866758,High School
790119408,Uneducated
771332283,Graduate
771408483,Unknown
811912608,Graduate
708684108,Graduate
768638208,Uneducated
803115258,College
708869283,High School
720892833,Graduate
709762008,High School
708600033,Graduate
708736608,Graduate
713047608,College
711717258,Graduate
711886383,High School
713058858,Graduate
713993208,Doctorate
717855933,High School
713436183,High School
778360608,College
710914158,College
714789033,Graduate
809811858,High School
826709658,Graduate
752648883,College
715771608,Graduate
719061933,Graduate
792345258,Uneducated
711765708,Graduate
783393633,Graduate
779667408,Post-Graduate
805461783,Graduate
719098308,High School
771433608,Uneducated
825811158,High School
715252383,High School
809092458,Uneducated
713706258,Unknown
714693708,Graduate
721072908,Doctorate
716675358,College
708128733,Post-Graduate
711392508,Graduate
771420708,Unknown
721207908,High School
715798608,Graduate
716758008,High School
714847983,Unknown
716975583,Unknown
804434058,College
714293358,College
710989008,Graduate
757194408,College
711459483,High School
762020133,High School
719256483,High School
717211608,Unknown
717125958,Unknown
779261433,Graduate
780720258,High School
715593783,Unknown
770858283,High School
718570158,College
711039633,Post-Graduate
714074808,High School
710439483,Graduate
717516333,Graduate
788835408,Unknown
716414958,High School
712327608,Doctorate
796326483,High School
714146208,Unknown
779166783,Unknown
720818658,Uneducated
712982808,Doctorate
718657083,High School
715222533,Graduate
718187508,Unknown
802455633,Unknown
714493983,Graduate
780664758,Uneducated
718466883,Uneducated
771338658,High School
709052883,High School
708373083,Unknown
716157408,High School
713305233,Graduate
713000058,Graduate
714909858,Unknown
804371733,Uneducated
772846383,Unknown
712552608,Graduate
719887008,Graduate
773342808,Unknown
708375858,High School
789417708,Uneducated
794675058,Graduate
718034058,Graduate
778919583,Graduate
713850783,College
814785108,Graduate
809616108,High School
809378133,Uneducated
779658408,Graduate
717954333,Unknown
737052258,Unknown
708108333,Graduate
715047333,High School
714390858,Unknown
717107808,Uneducated
713564208,Graduate
720357483,College
803339583,Post-Graduate
708972783,College
710157108,Graduate
721483158,Graduate
767553333,Graduate
710436108,High School
779870883,High School
817188408,Uneducated
719723658,Uneducated
806189658,Uneducated
789070233,Graduate
712013808,Uneducated
708602283,Uneducated
809452383,Graduate
714413283,Unknown
712407783,Graduate
720062508,Unknown
717878883,Unknown
714013983,Post-Graduate
753208833,Uneducated
721241583,Graduate
713695158,Uneducated
711540108,Doctorate
823878408,Graduate
779533983,College
713583408,Graduate
714037308,High School
715581633,Unknown
795684783,High School
718645308,College
717870108,Unknown
815515158,Unknown
713957283,Uneducated
715058433,Uneducated
794771208,Unknown
720180633,College
815539233,High School
778933983,Uneducated
717960033,Graduate
825368658,High School
721154208,Unknown
718572408,Post-Graduate
749571633,College
713914683,Graduate
713301633,Doctorate
711399408,Graduate
711494208,Unknown
711716133,High School
713906508,Unknown
708768258,Doctorate
719538183,High School
718957083,Graduate
720872433,Uneducated
779403558,Unknown
788994783,Graduate
715530258,Post-Graduate
803380383,Graduate
716766033,Unknown
757300008,Graduate
810986883,High School
819200133,Graduate
710410158,Graduate
714488433,Unknown
714267858,High School
827062158,High School
710669733,Graduate
716498883,Graduate
780529908,College
714028083,Unknown
714572208,Graduate
708976908,Post-Graduate
721409358,Uneducated
809311758,Unknown
712602708,Unknown
789087858,Graduate
711264033,Doctorate
770180808,Graduate
789271533,Doctorate
720152058,Doctorate
826490133,Uneducated
717966933,Uneducated
808669083,Graduate
771422883,Graduate
717570258,Graduate
708703308,Unknown
789508758,Unknown
780653208,College
709077933,High School
715200783,Graduate
710526633,Unknown
714186108,Unknown
820047858,Graduate
708894183,College
708186933,Graduate
778937583,Uneducated
708498033,Unknown
815315058,High School
751607058,Doctorate
718194858,Graduate
827123883,High School
711473058,Graduate
715197633,Uneducated
713512308,Graduate
790023408,Unknown
720403008,Uneducated
709581483,Doctorate
711201108,High School
708784083,Uneducated
712838358,Uneducated
714887808,Uneducated
716581983,College
716930133,High School
808981608,Uneducated
709714008,Unknown
811942983,High School
715565058,Uneducated
714519408,College
